Name,wiki-site,website
Politeknik Negeri Ujung Pandang ,Page not found,,http://www.poliupg.ac.id/ 
Universitas Kristen Maranatha ,Page not found,,http://www.maranatha.edu/ 
Payap University ,https://en.wikipedia.org/wiki/Payap University
,http://www.payap.ac.th/ 
Silliman University ,https://en.wikipedia.org/wiki/Silliman University
,http://su.edu.ph/ 
Sunway University ,https://en.wikipedia.org/wiki/Sunway University
,http://sunway.edu.my/ 
Tra Vinh University ,https://en.wikipedia.org/wiki/Tra Vinh University
,http://www.tvu.edu.vn/ 
National University of Civil Engineering ,https://en.wikipedia.org/wiki/National University of Civil Engineering
,http://nuce.edu.vn/ 
Universitas Muhammadiyah Yogyakarta ,Page not found,,http://www.umy.ac.id/ 
Universitas Ahmad Dahlan Yogyakarta ,Page not found,,http://uad.ac.id/ 
Pibulsongkram Rajabhat University ,https://en.wikipedia.org/wiki/Pibulsongkram Rajabhat University
,http://www.psru.ac.th/ 
Yale NUS College ,Page not found,,http://www.yale-nus.edu.sg/ 
Rajamangala University of Technology Phra Nakhon ,Page not found,,http://www.rmutp.ac.th/ 
Universitas Bina Darma ,Page not found,,http://www.binadarma.ac.id/ 
Chiang Mai Rajabhat University ,https://en.wikipedia.org/wiki/Chiang Mai Rajabhat University
,http://www.cmru.ac.th/ 
Universitas Islam Negeri UIN Raden Fatah ,Page not found,,http://radenfatah.ac.id/ 
Sukhothai Thammathirat Open University ,https://en.wikipedia.org/wiki/Sukhothai Thammathirat Open University
,http://www.stou.ac.th/ 
Sekolah Tinggi Manajemen Informatika dan Teknik Komputer STMIK STIKOM Bali ,Page not found,,http://stikom-bali.ac.id/ 
Universitas Tarumanagara UNTAR ,Page not found,,http://untar.ac.id/ 
Perdana University ,Page not found,,http://www.perdanauniversity.edu.my/ 
Universitas Trisakti ,https://en.wikipedia.org/wiki/Universitas Trisakti
,http://trisakti.ac.id/ 
Temasek Polytechnic ,https://en.wikipedia.org/wiki/Temasek Polytechnic
,http://www.tp.edu.sg/ 
(3) Sirindhorn International Institute of Technology ,Page not found,,http://www.siit.tu.ac.th/ 
James Cook University Singapore ,https://en.wikipedia.org/wiki/James Cook University Singapore
,http://www.jcu.edu.sg/ 
Yala Rajabhat University ,Page not found,,http://www.yru.ac.th/ 
Nha Trang University ,https://en.wikipedia.org/wiki/Nha Trang University
,http://www.ntu.edu.vn/ 
Universitas Surabaya ,Page not found,,http://www.ubaya.ac.id/ 
Nanyang Polytechnic ,https://en.wikipedia.org/wiki/Nanyang Polytechnic
,http://www.nyp.edu.sg/ 
Dhurakijpundit University ,https://en.wikipedia.org/wiki/Dhurakijpundit University
,http://www.dpu.ac.th/ 
Ho Chi Minh City University of Economics ,Page not found,,http://www.ueh.edu.vn/ 
Universitas Negeri Surabaya ,Page not found,,http://www.unesa.ac.id/ 
Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Jakarta STI&K ,Page not found,,http://jak-stik.ac.id/ 
Universitas Andalas ,https://en.wikipedia.org/wiki/Universitas Andalas
,http://www.unand.ac.id/ 
Universitas Pendidikan Ganesha ,Page not found,,http://undiksha.ac.id/ 
Nakhon Ratchasima Rajabhat University ,Page not found,,http://www.nrru.ac.th/ 
Singapore Institute of Technology ,https://en.wikipedia.org/wiki/Singapore Institute of Technology
,http://www.singaporetech.edu.sg/ 
Universitas Negeri Semarang ,Page not found,,http://unnes.ac.id/ 
Rajamangala University of Technology Suvarnabhumi ,Page not found,,http://www.rmutsb.ac.th/ 
International University National University HCM City ,Page not found,,http://www.hcmiu.edu.vn/ 
Duy Tan University ,https://en.wikipedia.org/wiki/Duy Tan University
,http://duytan.edu.vn/ 
(1) Ho Chi Minh City University of Science (Natural Sciences) ,Page not found,,http://www.hcmus.edu.vn/ 
Asian Institute of Management ,https://en.wikipedia.org/wiki/Asian Institute of Management
,http://aim.edu/ 
Rajabhat Maha Sarakham University ,Page not found,,http://www.rmu.ac.th/ 
(1) Van Lang University ,Page not found,,http://www.vanlanguni.edu.vn/ 
Nakhon Phanom University ,https://en.wikipedia.org/wiki/Nakhon Phanom University
,http://www.npu.ac.th/ 
SIU International (Shinawatra University) ,Page not found,,http://www.siu.ac.th/ 
Universitas Islam Negeri UIN Sunan Kalijaga Yogyakarta ,Page not found,,http://uin-suka.ac.id/ 
Vongchavalitkul University ,https://en.wikipedia.org/wiki/Vongchavalitkul University
,http://www.vu.ac.th/ 
RMIT International University Vietnam ,Page not found,,http://www.rmit.edu.vn/ 
Universitas Sultan Ageng Tirtayasa ,https://en.wikipedia.org/wiki/Universitas Sultan Ageng Tirtayasa
,http://www.untirta.ac.id/ 
Universitas Negeri Makassar ,Page not found,,http://www.unm.ac.id/ 
FPT University ,https://en.wikipedia.org/wiki/FPT University
,http://fpt.edu.vn/ 
Universitas Ibn Khaldun Bogor ,Page not found,,http://www.uika-bogor.ac.id/ 
(3) University of the Philippines Mindanao ,Page not found,,http://www.upmin.edu.ph/ 
Ho Chi Minh City University of Information Technology ,https://en.wikipedia.org/wiki/Ho Chi Minh City University of Information Technology
,http://www.uit.edu.vn/ 
Universitas AMIKOM Yogyakarta ,Page not found,,http://www.amikom.ac.id/ 
Ho Chi Minh City University of Medicine and Pharmacy ,Page not found,,http://www.yds.edu.vn/ 
Siam University ,https://en.wikipedia.org/wiki/Siam University
,http://www.siam.edu/ 
Universitas Negeri Medan ,https://en.wikipedia.org/wiki/Universitas Negeri Medan
,http://unimed.ac.id/ 
Universitas Pelita Harapan ,Page not found,,http://www.uph.edu/ 
Universitas Sriwijaya ,Page not found,,http://www.unsri.ac.id/ 
Phuket Rajabhat University ,Page not found,,http://www.pkru.ac.th/ 
Universitas Kristen Duta Wacana ,https://en.wikipedia.org/wiki/Universitas Kristen Duta Wacana
,http://www.ukdw.ac.id/ 
Ho Chi Minh City University of Engineering and Technology ,Page not found,,http://www.hutech.edu.vn/ 
Universitas Wiralodra UNWIR ,Page not found,,http://unwir.ac.id/ 
Universitas Darma Persada UNSADA ,Page not found,,http://www.unsada.ac.id/ 
Politeknik Elektronika Negeri Surabaya ,https://en.wikipedia.org/wiki/Politeknik Elektronika Negeri Surabaya
,http://www.pens.ac.id/ 
Rajamangala University of Technology Srivijaya ,https://en.wikipedia.org/wiki/Rajamangala University of Technology Srivijaya
,http://www.rmutsv.ac.th/ 
Phranakhon Rajabhat University ,Page not found,,http://www.pnru.ac.th/ 
Universitas Islam Negeri UIN Sunan Ampel Surabaya ,Page not found,,http://www.uinsby.ac.id/ 
Ubon Ratchathani Rajabhat University ,Page not found,,http://www.ubru.ac.th/ 
University of Technical Education Ho Chi Minh City ,Page not found,,http://hcmute.edu.vn/ 
Poltekkes Jakarta II ,Page not found,,http://www.poltekkesjkt2.ac.id/ 
Universitas Islam Negeri UIN Sultan Syarif Kasim Riau ,Page not found,,https://uin-suska.ac.id/ 
Universitas Pattimura ,Page not found,,http://unpatti.ac.id/ 
STMIK MDP & STIE MDP ,Page not found,,http://www.mdp.ac.id/ 
Sekolah Tinggi Ilmu Kesehatan STIKES Indonesia Maju ,Page not found,,http://www.stikim.ac.id/ 
Universitas Islam Negeri UIN Maulana Malik Ibrahim Malang ,Page not found,,http://www.uin-malang.ac.id/ 
Phetchaburi Rajabhat University ,Page not found,,http://www.pbru.ac.th/ 
SEGi University ,https://en.wikipedia.org/wiki/SEGi University
,http://www.segi.edu.my/ 
Asia Pacific University ,https://en.wikipedia.org/wiki/Asia Pacific University
,http://www.apu.edu.my/ 
Royal University of Phnom Penh ,https://en.wikipedia.org/wiki/Royal University of Phnom Penh
,http://rupp.edu.kh/ 
Universitas Jember ,https://en.wikipedia.org/wiki/Universitas Jember
,http://www.unej.ac.id/ 
Universitas Mahammadiyah Purwokerto ,Page not found,,http://www.ump.ac.id/ 
Poltekkes Palembang ,Page not found,,http://poltekkespalembang.ac.id/ 
Universitas Almuslim ,Page not found,,http://www.umuslim.ac.id/ 
Universitas Esa Unggul (Universitas Indonusa) ,Page not found,,http://www.esaunggul.ac.id/ 
Mapua Institute of Technology ,https://en.wikipedia.org/wiki/Mapua Institute of Technology
,http://www.mapua.edu.ph/ 
Institut Pemerintahan Dalam Negeri IPDN ,Page not found,,http://ipdn.ac.id/ 
Lampang Rajabhat University ,Page not found,,http://www.lpru.ac.th/ 
Kasem Bundit University ,https://en.wikipedia.org/wiki/Kasem Bundit University
,http://kbu.ac.th/ 
International Centre for Education in Islamic Finance ,https://en.wikipedia.org/wiki/International Centre for Education in Islamic Finance
,http://www.inceif.org/ 
Rajamangala University of Technology Tawan-Ok ,Page not found,,http://www.rmutto.ac.th/ 
Swiss German University ,https://en.wikipedia.org/wiki/Swiss German University
,http://www.sgu.ac.id/ 
Universitas Muhammadiyah Surakarta ,Page not found,,http://www.ums.ac.id/ 
Universitas Sam Ratulangi ,Page not found,,http://www.unsrat.ac.id/ 
Republic Polytechnic ,https://en.wikipedia.org/wiki/Republic Polytechnic
,http://www.rp.edu.sg/ 
Southern University College ,https://en.wikipedia.org/wiki/Southern University College
,http://www.southern.edu.my/ 
An Giang University ,https://en.wikipedia.org/wiki/An Giang University
,http://www.agu.edu.vn/ 
Mindanao State University Iligan Institute of Technology ,Page not found,,http://www.msuiit.edu.ph/ 
